Series Code,Topic,Dataset,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Reference period,Aggregation method,Limitations and exceptions,General comments,Source,Statistical concept and methodology,Development relevance
WP11653.4,2011 Variables,Global Findex,"Borrowed from family or friends, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents who report borrowing any money from family or friends in the past 12 months (% ages 15-24). [w1: data are available for wave 1].,Denotes the percentage of respondents who report borrowing any money from family or friends in the past 12 months (% ages 15-24). [w1: data are available for wave 1].,Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.1,2011 Variables,Global Findex,Credit card (% age 15+) [w1],Denotes the percentage of respondents with a credit card (% age 15+). [w1: data are available for wave 1].,Denotes the percentage of respondents with a credit card (% age 15+). [w1: data are available for wave 1].,Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.3,2011 Variables,Global Findex,"Credit card, female (% age 15+) [w1]","Denotes the percentage of respondents with a credit card (female, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (female, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.8,2011 Variables,Global Findex,"Credit card, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents with a credit card (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (income, poorest 40%, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.9,2011 Variables,Global Findex,"Credit card, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents with a credit card (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (income, richest 60%, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.2,2011 Variables,Global Findex,"Credit card, male (% age 15+) [w1]","Denotes the percentage of respondents with a credit card (male, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (male, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.5,2011 Variables,Global Findex,"Credit card, older adults (% ages 25+) [w1]",Denotes the percentage of respondents with a credit card (% age 25+). [w1: data are available for wave 1].,Denotes the percentage of respondents with a credit card (% age 25+). [w1: data are available for wave 1].,Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.6,2011 Variables,Global Findex,"Credit card, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents with a credit card (primary education or less, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (primary education or less, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.10,2011 Variables,Global Findex,"Credit card, rural (% age 15+) [w1]","Denotes the percentage of respondents with a credit card (rural, % age 15+ ). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (rural, % age 15+ ). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.7,2011 Variables,Global Findex,"Credit card, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents with a credit card (secondary education or more, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a credit card (secondary education or more, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11627.4,2011 Variables,Global Findex,"Credit card, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents with a credit card (% ages 15-24). [w1: data are available for wave 1].,Denotes the percentage of respondents with a credit card (% ages 15-24). [w1: data are available for wave 1].,Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.1,2011 Variables,Global Findex,Debit card (% age 15+) [w1],Denotes the percentage of respondents with a debit card (% age 15+). [w1: data are available for wave 1].,Denotes the percentage of respondents with a debit card (% age 15+). [w1: data are available for wave 1].,Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.3,2011 Variables,Global Findex,"Debit card, female (% age 15+) [w1]","Denotes the percentage of respondents with a debit card (female, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a debit card (female, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.8,2011 Variables,Global Findex,"Debit card, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a debit card (income, poorest 40%, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.9,2011 Variables,Global Findex,"Debit card, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a debit card (income, richest 60%, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.2,2011 Variables,Global Findex,"Debit card, male (% age 15+) [w1]","Denotes the percentage of respondents with a debit card (male, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a debit card (male, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.5,2011 Variables,Global Findex,"Debit card, older adults (% ages 25+) [w1]",Denotes the percentage of respondents with a debit card (% age 25+). [w1: data are available for wave 1].,Denotes the percentage of respondents with a debit card (% age 25+). [w1: data are available for wave 1].,Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
WP11626.6,2011 Variables,Global Findex,"Debit card, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (primary education or less, % age 15+). [w1: data are available for wave 1].","Denotes the percentage of respondents with a debit card (primary education or less, % age 15+). [w1: data are available for wave 1].",Percent,Triennial,2011,Weighted average,,,"Demirguc-Kunt and Klapper, 2012",,
